Производитель;Артикул;Наименование;Объем;Состав;Вязкость;API;ACEA;Допуски OEM;Цена;Количество
STATOIL;1001028;Моторное масло STATOIL MaxWay Ultra SAE 5W-30 (4л);4;Синтетическое;5W-30;CI-4;E4/E7;  Voith Oil Class B,CES 20076,CES 20077,DAF HP1,DAF HP2,Deutz DQC IV-10,Iveco 18-1804 FE,Mack EON,MAN M 3277,MB 228.5,MB 235.28,MTU Type 3,Renault VI-RLD-2,Scania LDF,Volvo VDS-3;1;1
STATOIL;1001033;Моторное масло STATOIL MaxWay Ultra E4 SAE 10W-40 (4л);4;Синтетическое;10W-40;CF; E7,E4;  MTU Type 3,DAF HP Extended Drain,MAN M 3277,MB 228.5,Renault VI RXD,Scania LDF-3,Volvo VDS-3;1;1
STATOIL;1001038;Моторное масло STATOIL MaxWay Ultra E6 SAE 10W-40 (4л);4;Синтетическое;10W-40;CI-4;E6/E7/E9; Renault RXD,CAT ECF-1-a,CES 20076,CES 20077,Deutz DQC IV-10LA,MAN M 3271-1,MAN M 3477,MB 228.51,MTU Type 3.1,Renault RLD-2,Scania Low Ash,Volvo VDS-3;1;1
STATOIL;1001509;Моторное масло STATOIL SuperWay SAE 10W-40 (4л);4;Полусинтетическое;10W-40;SL/CF;A3/B3; VW 505.00,MB 229.1,VW 501.01;1;1
STATOIL;1001009;Моторное масло STATOIL MaxWay SAE 10W-40 (4л);4;Полусинтетическое;10W-40; CI-4,SL;A3/B4; Deutz QC III-05,MAN m 3275,MB 228.3,MTU type 2,SISU Diesel Tier 3,Volvo VDS-3;1;1
STATOIL;1001004;Моторное масло STATOIL MaxWay SAE 10W-30 (4л);4;Полусинтетическое;10W-30;CI-4;E7;  Mack EO-M+,CAT ECF-1a,CAT ECF-2,CES 20076,CES 20077,CES 20078,MAN M 3275-1,MB 228.3,SISU Diesel TIER 3,Volvo VDS-2;1;1
STATOIL;1001513;Моторное масло STATOIL SuperWay TDI Diesel SAE 10W-40 (4л);4;Полусинтетическое;10W-40;CF;A3/B4; VW 505.00,MB 229.1,VW 501.01;1E+020;1
STATOIL;1001008;Моторное масло STATOIL MaxWay SAE 10W-40 (20л);20;Полусинтетическое;10W-40; CI-4,SL;A3/B4; Deutz QC III-05,MAN m 3275,MB 228.3,MTU type 2,SISU Diesel Tier 3,Volvo VDS-3;1;1
STATOIL;1001037;Моторное масло STATOIL MaxWay Ultra E6 SAE 10W-40 (20л);20;Синтетическое;10W-40;CI-4; E9,E6,E7; Renault RXD,CAT ECF-1-a,CES 20076,CES 20077,Deutz DQC IV-10LA,MAN M 3271-1,MAN M 3477,MB 228.51,MTU Type 3.1,Renault RLD-2,Scania Low Ash,Volvo VDS-3;1;1
STATOIL;1001003;Моторное масло STATOIL MaxWay SAE 10W-30 (20л);20;Полусинтетическое;10W-30;CI-4;E7; CES 20076, CES 20077, CES 20078, Mack EO-M+,MB 228.3, Volvo VDS-2, MAN M 3275-1, SISU Diesel T;1;1
STATOIL;1001032;Моторное масло STATOIL MaxWay Ultra E4 SAE 10W-40 (20л);20;Синтетическое;10W-40;CF; E7,E4;  MTU Type 3,DAF HP Extended Drain,MAN M 3277,MB 228.5,Renault VI RXD,Scania LDF-3,Volvo VDS-3;1;1
STATOIL;1001018;Моторное масло STATOIL MaxWay E9 SAE 10W-30 (20л);20;Полусинтетическое;10W-30; SN,CJ-4,SM;E9; Renault RLD-3,MAN 3575,MB 228.31,Volvo VDS-4;1;1
STATOIL;1001014;Моторное масло STATOIL MaxWay SAE 15W-40 (20л);20;Минеральное;15W-40; CI-4,SJ/SL; E7-08,A3/B4; SISU Diesel TIER3,MAN M 3275,MB Approval 228.3,MTU Type 2,Volvo VDS-3;1;1
STATOIL;1001027;Моторное масло STATOIL MaxWay Ultra SAE 5W-30 (20л);20;Синтетическое;5W-30;CI-4; E7,E4; MB 235.28,CES 20076,CES 20077,DAF HP1,DAF HP2,Deutz DQC IV-10,Iveco 18-1804 FE,Mack EON,MAN M 3277,MB 228.5,MTU Type 3,Renault VI-RLD-2,Volvo VDS-3;1;1
STATOIL;1001026;Моторное масло STATOIL MaxWay Ultra SAE 5W-30 (208л);208;Синтетическое;5W-30;CI-4; E7,E4; MB 235.28,CES 20076,CES 20077,DAF HP1,DAF HP2,Deutz DQC IV-10,Iveco 18-1804 FE,Mack EON,MAN M 3277,MB 228.5,MTU Type 3,Renault VI-RLD-2,Volvo VDS-3;1;1
STATOIL;1001036;Моторное масло STATOIL MaxWay Ultra E6 SAE 10W-40 (208л);208;Синтетическое;10W-40;CI-4; E9,E6,E7; Renault RXD,CAT ECF-1-a,CES 20076,CES 20077,Deutz DQC IV-10LA,MAN M 3271-1,MAN M 3477,MB  228.51,MTU Type 3.1,Renault RLD-2,Scania Low Ash,Volvo VDS-3;1;1
STATOIL;1001507;Моторное масло STATOIL SuperWay SAE 10W-40 (208л);208;Полусинтетическое;10W-40;SL/CF;A3/B3; MB 229.1,VW 501.01,VW 505.00;1;1
STATOIL;1001007;Моторное масло STATOIL MaxWay SAE 10W-40 (208л);208;Полусинтетическое;10W-40; CI-4,SL;A3/B4; Deutz QC III-05,MAN m 3275,MB 228.3,MTU type 2,SISU Diesel Tier 3,Volvo VDS-3;1;1
STATOIL;ab-1001002;Моторное масло STATOIL MaxWay SAE 10W-30 (208л);208;Полусинтетическое;10W-30;CI-4;E7;  Mack EO-M+,CAT ECF-1a,CAT ECF-2,CES 20076,CES 20077,CES 20078,MAN M 3275-1,MB 228.3,SISU Diesel TIER 3,Volvo VDS-2;1;1
STATOIL;1001017;Моторное масло STATOIL MaxWay E9 SAE 10W-30 (208л);208;Полусинтетическое;10W-30; SN,CJ-4,SM;E9; Renault RLD-3,MAN 3575,MB 228.31,Volvo VDS-4;1;1
STATOIL;1001031;Моторное масло STATOIL MaxWay Ultra E4 SAE 10W-40 (208л);208;Синтетическое;10W-40;CF; E7,E4;  MTU Type 3,DAF HP Extended Drain,MAN M 3277,MB 228.5,Renault VI RXD,Scania LDF-3,Volvo VDS-3;1;1
STATOIL;1001645;Моторное масло STATOIL TransWay WB (208л);208;Минеральное;;GL-4;; VOLVO WB 101,MF CMC M 143,Renault Tractors ARES;1;1
STATOIL;1001013;Моторное масло STATOIL MaxWay SAE 15W-40 (208л);208;Минеральное;15W-40; CI-4,SJ/SL; E7-08,A3/B4; SISU Diesel TIER3,MAN M 3275,MB Approval 228.3,MTU Type 2,Volvo VDS-3;1;1
STATOIL;1000900;Моторное масло STATOIL LazerWay V SAE 0W-30 (208л);208;Синтетическое;0W-30;SL;A5/B5; Renault VI RD-2,Renault VI RLD;1;1
Sunoco;1S320723;Моторное масло SUNOCO Synturo Brilliant SAE 0W-30 (1л);1;Синтетическое;0W-30;;A1,B1;VW 503.00,VW 506.00,VW 506.01;1;1
Sunoco;1S070723;Моторное масло SUNOCO Synturo Diamond SAE 0W-40 (1л);1;Синтетическое;0W-40;CF,SJ;A3,B4;BMW Longlife-98,MB 229.3,Porsche,VW 502.00,VW 503.01,VW 505.00;1;Мало
Sunoco;1SVD0723;Моторное масло SUNOCO Synturo Mistral SAE 5W-30 (1л);1;Синтетическое;5W-30;;C3;BMW Longlife-04,MB 229.5,VW 504.00,VW 507.00;1;1
Sunoco;1S350723;Моторное масло SUNOCO Synturo Gold SAE 5W-40 (1л);1;Синтетическое;5W-40;CF,SL;A3,B4;BMW Longlife-98,MB 229.3,Porsche,VW 502.00,VW 505.00;1;1
Sunoco;1S360723;Моторное масло SUNOCO Synturo Sportivo SAE 5W-50 (1л);1;Синтетическое;5W-50;CD,SH;;MB 226.5,VW 500.00,VW 505.00;1;1
Sunoco;1S060723;Моторное масло SUNOCO Synturo Xenon SAE 5W-40 (1л);1;Синтетическое;5W-40;CF,SM;A3,B4,C3;BMW Longlife-04,Ford WSS-M2C917,MB 229.5,Porsche,VW 502.00,VW 505.00,VW 505.01;1;1
Sunoco;1S550723;Моторное масло SUNOCO Titanium Futura SAE 10W-40 (1л);1;Полусинтетическое;10W-40;CF,SL;A3,B4;;-9;1
Sunoco;1S970723;Моторное масло SUNOCO Standard Ultra SAE 10W-40 (1л);1;Минеральное;10W-40;SF,SL;A3,B3;;1;1
Sunoco;1S320545;Моторное масло SUNOCO Synturo Brilliant SAE 0W-30 (4л);4;Синтетическое;0W-30;; B1,A1;VW 503.00,VW 506.00,VW 506.01;1;1
Sunoco;1S070576;Моторное масло SUNOCO Synturo Diamond SAE 0W-40 (4л);4;Синтетическое;0W-40;CF,SJ;A3,B4;BMW Longlife-98,MB 229.3,Porsche,VW 502.00,VW 503.01,VW 505.00;1;1
Sunoco;1SVD0576;Моторное масло SUNOCO Synturo Mistral SAE 5W-30 (4л);4;Синтетическое;5W-30;;C3;BMW Longlife-04,MB 229.5,VW 504.00,VW 507.00;1;1
Sunoco;1S350576;Моторное масло SUNOCO Synturo Gold SAE 5W-40 (4л);4;Синтетическое;5W-40;CF,SL;A3,B4;BMW Longlife-98,MB 229.3,Porsche,VW 502.00,VW 505.00;1;1
;1S360576;Моторное масло SUNOCO Synturo Sportivo SAE 5W-50 (4л);4;;5W-50;CD,SH;;MB 226.5,VW 500.00,VW 505.00;1;1
Sunoco;ab-1S060576;Моторное масло SUNOCO Synturo Xenon SAE 5W-40 (4л);4;Синтетическое;5W-40;CF,SM;A3,B4,C3;BMW Longlife-04,Ford WSS-M2C917,MB 229.5,Porsche,VW 502.00,VW 505.00,VW 505.01;1;1
Sunoco;1S550576;Моторное масло SUNOCO Titanium Futura SAE 10W-40 (4л);4;Полусинтетическое;10W-40;CF,SL;A3,B4;;1;1
Sunoco;1S970576;Моторное масло SUNOCO Standard Ultra SAE 10W-40 (4л);4;Минеральное;10W-40;SF,SL;A3,B3;;1;1
Sunoco;1S350545;Моторное масло SUNOCO Synturo Gold SAE 5W-40 (5л);5;Синтетическое;5W-40;CF,SL;A3,B4;BMW Longlife-98,MB 229.3,Porsche,VW 502.00,VW 505.00;1;1
Sunoco;1S550048;Моторное масло SUNOCO Titanium Futura SAE 10W-40 (20л);20;Полусинтетическое;10W-40;CF,SL;A3,B4;;1;1
Sunoco;1SV30048;Моторное масло SUNOCO Heavy Duty Atlas HPD SAE 5W-40 (20л);20;Синтетическое;5W-40;CF,CF-4,CG-4,CH-4,CI-4 (-Plus),CJ-4,SM;E7,E9;Caterpillar ECF-2,Caterpillar ECF-3,CUMMINS CES 20081,GLOBAL DHD-1,JASO DH-2,Mack EO-O,Mack M (Premium Plus),Mack N,MAN 3275-1,MB 228.3,MB 228.31,MTU Type I,MTU Type II,Renault VI RLD-3,Volvo 417-0001,Volvo VDS-4;1;1
Sunoco;1SUY0048;Моторное масло SUNOCO Heavy Duty Extra HPD SAE 10W-40 (20л);20;Полусинтетическое;10W-40;CI-4;E4,E7;CUMMINS CES 20077,CUMMINS CES 20078,MAN M3277,MB 228.5,MTU DDC Type 3,RVI RLD-2,RVI RXD,Scania LDF II,Volvo VDS-3;1;1
Sunoco;1SV40048;Моторное масло SUNOCO Heavy Duty Supreme HPD SAE 15W-40  (20л);20;Минеральное;15W-40; SM,CI-4,CI-4 Plus,CJ-4;E7,E9;Caterpillar ECF-2,Caterpillar ECF-3,Cummins CES 20081,MAN 3275,MB 228.31,Volvo VDS-4;1;1
Sunoco;3S230048;Моторное масло SUNOCO Heavy Duty Synto HPD SAE 5W-30 (20л);20;Синтетическое;5W-30;CF;E4,E7;DAF HP1,DAF HP2,Mack EO - M Plus,MAN M3277,MB 228.5,MTU Type 3,RVI RXD,Scania LDF,Volvo VDS-3;0;1
Sunoco;1S350201;Моторное масло SUNOCO Synturo Gold SAE 5W-40 (205л);205;Синтетическое;5W-40;CF,SL;A3,B4;BMW Longlife-98,MB 229.3,Porsche,VW 502.00,VW 505.00;1;1
Sunoco;1S550201;Моторное масло SUNOCO Titanium Futura SAE 10W-40 (205л);205;Полусинтетическое;10W-40;CF,SL;A3,B4;;1;1
Sunoco;1SV30201;Моторное масло SUNOCO Heavy Duty Atlas HPD SAE 5W-40 (205л);205;Синтетическое;5W-40;CF,CF-4,CG-4,CH-4,CI-4 (-Plus),CJ-4,SM;E7,E9;Caterpillar ECF-2,Caterpillar ECF-3,CUMMINS CES 20081,GLOBAL DHD-1,JASO DH-2,Mack EO-O,Mack M (Premium Plus),Mack N,MAN 3275,MB 228.3,MB 228.31,MTU Type I,MTU Type II,Renault VI RLD-3,Volvo 417-0001,Volvo VDS-4;1;1
Sunoco;1SUY0201;Моторное масло SUNOCO Heavy Duty Extra HPD SAE 10W-40 (205л);205;Полусинтетическое;10W-40;CI-4;E4,E7;CUMMINS CES 20077,CUMMINS CES 20078,MAN M3277,MB 228.5,MTU DDC Type 3,RVI RLD-2,RVI RXD,Scania LDF II,Volvo VDS-2;1;1
Sunoco;1SV40201;Моторное масло SUNOCO Heavy Duty Supreme HPD SAE 15W-40 (205л);205;Минеральное;15W-40; SM,CI-4,CI-4 Plus,CJ-4;E7,E9;Caterpillar ECF-2,Caterpillar ECF-3,Cummins CES 20081,MAN 3275,MB 228.31,Volvo VDS-4;1;1
Sunoco;3S230201;Моторное масло SUNOCO Heavy Duty Synto HPD SAE 5W-30 (205л);205;Синтетическое;5W-30;CF;E4,E7;DAF HP1,DAF HP2,Mack EO - M Plus,MAN M3277,MB 228.5,MTU Type 3,RVI RXD,Scania LDF,Volvo VDS-3;1;1
TEXACO;OT08ENEF5W307;Моторное масло TEXACO Havoline Energy EF SAE 5W-30 (1л);1;Синтетическое;5W-30;;A5/B5,C1;;1;1
TEXACO;OT08ULTRV5307;Моторное масло TEXACO Havoline Ultra V SAE 5W-30 (1л);1;Синтетическое;5W-30;SN;C3;BMW Longlife-04,MB 229.31,MB 229.51,PORSCHE C30,VW 502.00,VW 503.00,VW 504.00,VW 505.01,VW 507.00;1;1
TEXACO;OT08ENER5W307;Моторное масло TEXACO Havoline Energy SAE 5W-30 (1л);1;Синтетическое;5W-30;CF,SL;A1/B1,A5/B5;Ford WSS-M2C 913-A,Ford WSS-M2C 913-B,Ford WSS-M2C 913-C,Renault RN 0700;1;1
TEXACO;OT08ENEMS5W30;Моторное масло TEXACO Havoline Energy MS SAE 5W-30 (1л);1;Синтетическое;5W-30;;A5/B5,C2;;1;1
TEXACO;OT08ULTRS5307;Моторное масло TEXACO Havoline Ultra S SAE 5W-30 (1л);1;Синтетическое;5W-30;CF,SM;A3/B3/B4,C3;MB 228.51,MB 229.31,VW 502.00,VW 505.00;1;1
TEXACO;OT08ULTRS5407;Моторное масло TEXACO Havoline Ultra S SAE 5W-40 (1л);1;Синтетическое;5W-40;CF,SM;A3/B3/B4,C3;Ford WSS-M2C 917-A,MB 228.51,MB 229.31,Renault RN 0700,Renault RN 0710,VW 502.00 / 505.00,VW 505.01;1;1
TEXACO;OT08ULTRA5407;Моторное масло TEXACO Havoline Ultra SAE 5W-40 (1л);1;Синтетическое;5W-40;CF,SM;A3/B3/B4;BMW Longlife-01,GM-LL-B-025,MB 229.3,MB 229.5,PORSCHE A40,Renault RN 0700,Renault RN 0710,VW 501.01,VW 502.00,VW 505.00;1;1
TEXACO;OT08MOTEX2TX7;Моторное масло для 2-Такт TEXACO Motex 2T-X (1л);1;Полусинтетическое;;TC;;;1;1
TEXACO;OT08DIES10407;Моторное масло TEXACO Havoline Diesel Extra SAE 10W-40 (1л);1;Полусинтетическое;10W-40;CF,SL;A3,B3;MB 229.1,VW 501.00,VW 505.00;1;1
TEXACO;OT08MOTEX-2T7;Моторное масло для 2-Такт TEXACO Motex 2T (1л);1;Минеральное;;TC;;;1;Мало
TEXACO;OT08PRE15W407;Моторное масло TEXACO Havoline Premium SAE15W-40 (1л);1;Минеральное;15W-40;CF,SL;A2,B2;MB 229.1,VW 505.00;1;1
TEXACO;OT08MOTE2TSX7;Моторное масло для 2-Такт TEXACO Motex 2T-SX (1л);1;Синтетическое;;TC;;;1;1
TEXACO;OT08EXTR10407;Моторное масло TEXACO Havoline Extra SAE 10W-40 (1л);1;Полусинтетическое;10W-40;CF,SL;A3/B3/B4;MB 229.1,VW 501.01,VW 505.00;1;1
TEXACO;OT08ENEF5W305;Моторное масло TEXACO Havoline Energy EF SAE 5W-30 (5л);5;Синтетическое;5W-30;;A5/B5,C1;;1;1
TEXACO;OT08ULTRV5305;Моторное масло TEXACO Havoline Ultra V SAE 5W-30 (5л);5;Синтетическое;5W-30;SN;C3;BMW Longlife-04,MB 229.31,MB 229.51,PORSCHE C30,VW 502.00,VW 504.00,VW 505.01,VW 507.00;1;1
TEXACO;OT08ULTRS5305;Моторное масло TEXACO Havoline Ultra S SAE 5W-30 (5л);5;Синтетическое;5W-30;CF,SM;A3/B3/B4,C3;MB 228.51,MB 229.31,VW 502.00,VW 505.00;1;1
TEXACO;OT08ULTRS5405;Моторное масло TEXACO Havoline Ultra S SAE 5W-40 (5л);5;Синтетическое;5W-40;CF,SM;A3/B3/B4,C3;Ford WSS-M2C 917-A,MB 228.51,MB 229.31,PORSCHE A40,Renault RN 0700,Renault RN 0710,VW 502.00 / 505.00,VW 505.01;1;1
TEXACO;OT08ENER5W305;Моторное масло TEXACO Havoline Energy SAE 5W-30 (5л);5;Синтетическое;5W-30;CF,SL;A1/B1,A5/B5;Ford WSS-M2C 913-A,Ford WSS-M2C 913-B,Ford WSS-M2C 913-C,Renault RN 0700;1;1
TEXACO;OT08ULTRA5405;Моторное масло TEXACO Havoline Ultra SAE 5W-40 (5л);5;Синтетическое;5W-40;SM/CF;A3/B3/B4;BMW Longlife-01,GM-LL-B-025,MB 229.3,MB 229.5,PORSCHE A40,Renault RN 0700,Renault RN 0710,VW 501.01,VW 502.00 / 505.00;1;1
TEXACO;OT08DIES10405;Моторное масло TEXACO Havoline Diesel Extra SAE 10W-40 (5л);5;Полусинтетическое;10W-40;CF,SL;A3,B3;MB 229.1,VW 501.00,VW 505.00;1;1
TEXACO;OT08PRE15W405;Моторное масло TEXACO Havoline Premium SAE 15W-40 (5л);5;Минеральное;15W-40;CF,SL;A2,B2;MB 229.1,VW 505.00;1;1
TEXACO;OT08EXTR10405;Моторное масло TEXACO Havoline Extra SAE 10W-40 (5л);5;Полусинтетическое;10W-40;CF,SL;A3/B3/B4;MB 229.1,VW 501.01,VW 505.00;1;1
TEXACO;OT08ULTRA5404;Моторное масло TEXACO Havoline Ultra SAE 5W-40 (20л);20;Синтетическое;15W-40;CF,SM;A3/B3/B4;GM-LL-B-025,MB 229.3,MB 229.5,PORSCHE A40,Renault RN 0700,Renault RN 0710,VW 501.01,VW 502.00,VW 505.00;1;1
TEXACO;OT08EXTR10401;Моторное масло TEXACO Havoline Extra SAE 10W-40 (208 л);208;Полусинтетическое;10W-40;CF,SL;A3/B3/B4;MB 229.1,VW 501.01,VW 505.00;1;1
TOTACHI;4108;Моторное масло TOTACHI Fine Gasoline SL/CF SAE 5W-30 (1л);1;Минеральное;5W-30;SL/CF;C1/C2;;1;1
TOTACHI;4112;Моторное масло TOTACHI Fine Gasoline SM/CF SAE 10W-30 (1л);1;Минеральное;10W-30;SM/CF;C3/C4;;1;1
TOTACHI;4116;Моторное масло TOTACHI Eco Gasoline Semi-Synthetic SM/CF SAE 5W-30 (1л);1;Полусинтетическое;5W-30;SM/CF;A5/B5;;1;1
TOTACHI;4120;Моторное масло TOTACHI Eco Gasoline Semi-Synthetic SM/CF SAE 10W-40 (1л);1;Полусинтетическое;10W-40;SM/CF;A3/B4; VW 505.00,VW 502.00;1;1
TOTACHI;4124;Моторное масло TOTACHI Long Life Semi-Synthetic SM/CF SAE 10W-40 (1л);1;Полусинтетическое;10W-40;SM/CF;A3/B4;;1;1
TOTACHI;4128;Моторное масло TOTACHI Extra Fuel Fully Synthetic SN SAE 0W-20 (1л);1;Синтетическое;0W-20;SN;C1/C2;;1;1
TOTACHI;4132;Моторное масло TOTACHI Ultra Fuel Fully Synthetic SN SAE 5W-20 (1л);1;Синтетическое;5W-20;SN;C1/C2;;1;1
TOTACHI;6169;Моторное масло TOTACHI Grand Touring Fully Synthetic SN SAE 5W-40 (1л);1;Синтетическое;5W-40;SN;A3/B4;;1;1
TOTACHI;4136;Моторное масло TOTACHI Grand Racing Fully Synthetic SN/CF SAE 5W-50 (1л);1;Синтетическое;5W-50;SN;A3/B4;;1;1
TOTACHI;6590;Моторное масло TOTACHI Ultima EcoDrive F Fully Synthetic SN/CF SAE 5W-30 (1л);1;Синтетическое;5W-30;SN;A5/B5; Ford WSS-M2C913-B,Ford WSS-M2C913-A,Ford WSS-M2C913-C;1;1
TOTACHI;6586;Моторное масло TOTACHI Ultima EcoDrive L Fully Synthetic SN/CF SAE 5W-30 (1л);1;Синтетическое;5W-30;SN;C3;BMW LL-04,GM dexos2,MB 229.31/,MB 229.51,VW 502.00,VW 505.00;1;1
TOTACHI;4170;Моторное масло TOTACHI Premium Diesel Fully Synthetic CJ-4/SM SAE 5W-40 (1л);1;Синтетическое;5W-40;CJ-4/SM; A3/B4,E5/E7/E9; Cummins CES 20081,Cummins CES 20076,Cummins CES 20077,Cummins CES 20078,Detroit Diesel 93K215,Detroit Diesel 93K218,Mack EO-O PP07,MAN M3275,MB 228.31,RVI RLD-3,Volvo VDS-4;1;ttttt
TOTACHI;4140;Моторное масло TOTACHI Heavy Duty CI-4/CH-4/SL SAE 5W-30 (1л);1;Минеральное;5W-30; SL,CH-4,CI-4;А3/В4;;1;1
TOTACHI;4145;Моторное масло TOTACHI Fine Diesel CI-4/CH-4/SL SAE 10W-30 (1л);1;Минеральное;10W-30; SL,CH-4,CI-4; Е7,А3/В4;;1;1
TOTACHI;4150;Моторное масло TOTACHI Heavy Duty CI-4/CH-4/SL SAE 15W-40 (1л);1;Минеральное;15W-40; SL,CH-4,CI-4; B4,A3,B3,E3/E5; Cummins CES 20078,Cummins CES 20076,Cummins CES 20077,Global DHD-1,MACK EO-M+,MACK EO-N,MAN 3275,MB 228.3,Volvo VDS-3;1;1
TOTACHI;4155;Моторное масло TOTACHI Eco Diesel Semi-Synthetic CI-4/CH-4/SL SAE 5W-30 (1л);1;Полусинтетическое;5W-30; SL,CH-4,CI-4; A3/B4,E5/E7;;1;1
TOTACHI;4160;Моторное масло TOTACHI Eco Diesel Semi-Synthetic CI-4/CH-4/SL SAE 10W-40 (1л);1;Полусинтетическое;10W-40; SL,CH-4,CI-4; A3/B4,E5/E7;Cummins CES 20071,Cummins CES 20072,Cummins CES 20076,Cummins CES 20077,Cummins CES 20078;1;1
TOTACHI;4165;Моторное масло TOTACHI Long Life Semi-Synthetic CI-4 SAE 10W-40 (1л);1;Полусинтетическое;10W-40;CI-4; B4,E3/E5;;1;1
TOTACHI;5550;Моторное масло TOTACHI Premium Economy Diesel Fully Synthetic CJ-4/SM SAE 0W-30 (1л);1;Синтетическое;0W-30; SM,CJ-4; E7,А3/В4;;1;1
TOTACHI;4109;Моторное масло TOTACHI Fine Gasoline SL/CF SAE 5W-30 (4л);4;Минеральное;5W-30;SL/CF;C1/C2;;1;1
TOTACHI;ab-4113;Моторное масло TOTACHI Fine Gasoline SM/CF SAE 10W-30 (4л);4;Минеральное;10W-30;SM/CF;C3/C4;;1;1
TOTACHI;4117;Моторное масло TOTACHI Eco Gasoline Semi-Synthetic SM/CF SAE 5W-30 (4л);4;Полусинтетическое;5W-30;SM/CF;A5/B5;;1;1
TOTACHI;4121;Моторное масло TOTACHI Eco Gasoline Semi-Synthetic SM/CF SAE 10W-40 (4л);4;Полусинтетическое;10W-40;SM/CF;A3/B4; VW 505.00,VW 502.00;1;1
TOTACHI;4125;Моторное масло TOTACHI Long Life Semi-Synthetic SM/CF SAE 10W-40 (4л);4;Полусинтетическое;10W-40;SM/CF;A3/B4;;1;1
TOTACHI;4129;Моторное масло TOTACHI Extra Fuel Fully Synthetic SN SAE 0W-20 (4л);4;Синтетическое;0W-20;SN;C1/C2;;1;1
